t,I,u,I_nn,u_nn
0.82,0.6581382610248719,-0.7765513333143905,0.6612618402956366,-0.77758646
0.83,0.6570206089141832,-0.7687858199830501,0.6601403790948567,-0.7680943
0.84,0.6559693225215485,-0.7610979617850216,0.6591030910589274,-0.75860405
0.85,0.654984295656423,-0.7534869821689764,0.6581507846933575,-0.74911714
0.86,0.6540654288211435,-0.7459521123490942,0.6572842721270972,-0.73963475
0.87,0.6532126292008781,-0.7384925912274135,0.6565043350484191,-0.73016024
0.88,0.6524258106542511,-0.7311076653169519,0.6558117479217422,-0.7206943
0.89,0.6517048937046416,-0.7237965886655973,0.6552072720573882,-0.71124005
0.9,0.6510498055321555,-0.716558622780758,0.6546916556115807,-0.70179987
0.91,0.6504604799662705,-0.709393036554769,0.6542656313156098,-0.69237447
0.92,0.6499368574791516,-0.7022991061910415,0.6539299260996309,-0.6829679
0.93,0.6494788851796385,-0.6952761151309568,0.6536852458504713,-0.6735816
0.94,0.6490865168079029,-0.6883233539814626,0.6535322861078869,-0.66421866
0.95,0.6487597127307758,-0.6814401204434759,0.6534717292575365,-0.65488076
0.96,0.6484984399377446,-0.6746257192408662,0.6535042445309812,-0.6455705
0.97,0.6483026720376179,-0.6678794620502831,0.6536304890387729,-0.6362901
0.98,0.6481723892558605,-0.6612006674316067,0.6538511042024877,-0.62704206
0.99,0.6481075784325953,-0.6545886607591171,0.6541667202638112,-0.61782956
1.0,0.6415623464136648,-1.296085548306706,0.6545779538378365,-0.60865283
